epoch,learning_rate,train_loss,test_loss,train_iou,test_iou,train_dice,test_dice,train_miou,test_miou,train_mnsd,test_mnsd,train_seg_score,test_seg_score
1,0.0001,0.4487395298738892,0.004617295693606138,0.03150070644915104,0.015362423271513902,0.09608832288246888,0.05316333128855778,0.03150070644915104,0.015362423271513902,5.930695249484136,9.76410667712872,2.658465020931684,2.5983238311914296
2,0.0001,0.004892885828247437,0.0017209613803200997,0.022531646232192334,0.015362423271513902,0.09404062909575608,0.05316333128855778,0.022531646232192334,0.015362423271513902,9.507656244131235,9.76410667712872,3.2254882684120765,2.5983238311914296
3,0.0001,0.002466854299060427,0.0011104182698405706,0.022106952821979158,0.015362423271513902,0.09166150712049924,0.05316333128855778,0.022106952821979158,0.015362423271513902,9.544134800250713,9.76410667712872,3.2292606234550476,2.5983238311914296
4,1e-05,0.001968630383579204,0.0010770609727702462,0.022386655784570254,0.015362423271513902,0.09309895795125228,0.05316333128855778,0.022386655784570254,0.015362423271513902,9.506148411677433,9.76410667712872,3.1579761711450725,2.5983238311914296
5,1e-05,0.0019173195782619028,0.0010465193056286527,0.02234294258344632,0.015362423271513902,0.09279671024817687,0.05316333128855778,0.02234294258344632,0.015362423271513902,9.53966470865103,9.76410667712872,3.2548323090259847,2.5983238311914296
6,1.0000000000000002e-06,0.0018934797083672422,0.001044323632063774,0.022017592994066384,0.015362423271513902,0.09115112916781352,0.05316333128855778,0.022017592994066384,0.015362423271513902,9.533782445467436,9.76410667712872,3.2097130601222696,2.5983238311914296
7,1.0000000000000002e-06,0.001891352182540756,0.001041319051112693,0.022357637205949195,0.015362423271513902,0.09268612357286307,0.05316333128855778,0.022357637205949195,0.015362423271513902,9.532954876239483,9.76410667712872,3.1803626853686113,2.5983238311914296
8,1.0000000000000002e-07,0.0018882131508479898,0.0010413089050696446,0.022126157553150103,0.015362423271513902,0.09156922709483367,0.05316333128855778,0.022126157553150103,0.015362423271513902,9.513846984276405,9.76410667712872,3.239913080747311,2.5983238311914296
9,1.0000000000000002e-07,0.0018819484662694426,0.0010403529919970494,0.022308307341658153,0.015362423271513902,0.09324935307869545,0.05316333128855778,0.022308307341658153,0.015362423271513902,9.513966853802021,9.76410667712872,3.285684149998885,2.5983238311914296
10,1.0000000000000004e-08,0.0018811399529043299,0.0010401856584044604,0.022078935630046405,0.015362423271513902,0.09183756147439663,0.05316333128855778,0.022078935630046405,0.015362423271513902,9.53146560375507,9.76410667712872,3.258010676273933,2.5983238311914296
11,1.0000000000000004e-08,0.0018812934330736215,0.001040266638693328,0.022193762831963025,0.015362423271513902,0.09216188868651023,0.05316333128855778,0.022193762831963025,0.015362423271513902,9.538724899291992,9.76410667712872,3.2514786468102383,2.5983238311914296
12,1.0000000000000004e-08,0.0018783566327049183,0.001040832417157407,0.022368314747626964,0.015362423271513902,0.09252215864566657,0.05316333128855778,0.022368314747626964,0.015362423271513902,9.540159372182993,9.76410667712872,3.1875422711555776,2.5983238311914296
13,1.0000000000000004e-08,0.001883982286716883,0.0010411608068702312,0.022367259487509727,0.015362423271513902,0.0937475052017432,0.05316333128855778,0.022367259487509727,0.015362423271513902,9.519222039442797,9.76410667712872,3.1930761612378635,2.5983238311914296
14,1.0000000000000004e-08,0.0018868469991363012,0.0010413751274777146,0.02210860814039524,0.015362423271513902,0.09172559930728032,0.05316333128855778,0.02210860814039524,0.015362423271513902,9.539995780357948,9.76410667712872,3.1852960724097032,2.5983238311914296
15,1.0000000000000004e-08,0.0018834899484108274,0.001040591186700532,0.02255207973604019,0.015362423271513902,0.0941221579336203,0.05316333128855778,0.02255207973604019,0.015362423271513902,9.525872230529785,9.76410667712872,3.1796322900515337,2.5983238311914296
16,1.0000000000000004e-08,0.0018854819309826081,0.0010399315237569122,0.02226268070248457,0.015362423271513902,0.09213424244752297,0.05316333128855778,0.02226268070248457,0.015362423271513902,9.531751559330868,9.76410667712872,3.2099463527019205,2.5983238311914296
17,1.0000000000000004e-08,0.0018850069206494552,0.0010410215920553757,0.022081915074242994,0.015362423271513902,0.09127394969646747,0.05316333128855778,0.022081915074242994,0.015362423271513902,9.540562776418833,9.76410667712872,3.246547378026522,2.5983238311914296
18,1.0000000000000004e-08,0.0018907098207049645,0.001039399729611782,0.022320319826786335,0.015362423271513902,0.09240705290665993,0.05316333128855778,0.022320319826786335,0.015362423271513902,9.529513432429386,9.76410667712872,3.224472320996798,2.5983238311914296
