epoch,learning_rate,train_loss,test_loss,train_iou,test_iou,train_dice,test_dice,train_miou,test_miou,train_mnsd,test_mnsd,train_seg_score,test_seg_score
15,1.0000000000000004e-08,0.021095840591192246,0.021155526728829237,0.025469565366208553,0.02160257559283396,0.10276789601445198,0.08381021131260243,0.025469565366208553,0.02160257559283396,9.476316912841797,9.578917465866052,153.4173593594551,88.3063127960122
16,1.0000000000000004e-08,0.021087430030107497,0.021060249262491667,0.02546957038193941,0.021602577309030355,0.10276793296933175,0.0838102160172688,0.02546957038193941,0.021602577309030355,9.475629524230957,9.579082184400255,153.84443729791641,88.3074977828478
17,1.0000000000000004e-08,0.02107915082871914,0.021099284103629923,0.025469602163136006,0.021602574524215677,0.10276805353164672,0.08381020847515773,0.025469602163136006,0.021602574524215677,9.475561988830567,9.57886265419625,153.67282272815703,88.30593659639065
18,1.0000000000000004e-08,0.021067436334490777,0.021106402822186673,0.025469589792191983,0.02160257444183825,0.10276800438165665,0.08381020829209677,0.025469589792191983,0.02160257444183825,9.472415780639649,9.57884576221063,154.13594352526664,88.30581486159227
19,1.0000000000000004e-08,0.02106138842701912,0.021107130196558757,0.025469598177075385,0.021602574357172562,0.10276803146004677,0.08381020810903583,0.025469598177075385,0.021602574357172562,9.480336170959472,9.578814192544623,153.5836030954361,88.30559041524988
20,1.0000000000000004e-08,0.021050738251209258,0.02110553272892275,0.025469591443240642,0.02160257416038204,0.10276807503700257,0.08381020766968955,0.025469591443240642,0.02160257416038204,9.476908491516113,9.578708540895354,153.3659700542927,88.30482809366407
21,1.0000000000000004e-08,0.02104196983873844,0.021159146136675185,0.025469597865641118,0.0216025750207685,0.10276811289191246,0.08381020968335999,0.025469597865641118,0.0216025750207685,9.475694749450684,9.578915699108228,153.38456946325303,88.30630409183021
22,1.0000000000000004e-08,0.021030370819568635,0.021088160684272758,0.025469590677320957,0.021602575016191974,0.10276797944903374,0.08381020964674779,0.025469590677320957,0.021602575016191974,9.478261149597168,9.578844100895912,153.5900668609619,88.30580227747011
23,1.0000000000000004e-08,0.02101872815489769,0.021064170853621545,0.025469584876298905,0.021602574920084976,0.1027680149435997,0.08381020942707466,0.025469584876298905,0.021602574920084976,9.472908921813964,9.578869051078028,153.4385787311554,88.30597585813126
24,1.0000000000000004e-08,0.021009862890839576,0.02103861577863775,0.02546961924135685,0.021602574357172562,0.10276807942390442,0.08381020810903583,0.02546961924135685,0.021602574357172562,9.476390727233886,9.578843681466667,154.36224781131745,88.30580277356528
25,1.0000000000000004e-08,0.021001373714208602,0.021069208498705517,0.025469579270482063,0.021602577917708005,0.10276791665554047,0.08381021760989905,0.025469579270482063,0.021602577917708005,9.477089831542969,9.57900179926242,153.43739290513992,88.30689335931139
26,1.0000000000000004e-08,0.02099174936413765,0.020981958557002668,0.0254695723220706,0.02160257416038204,0.10276791989207268,0.08381020766968955,0.0254695723220706,0.02160257416038204,9.475376342773437,9.57872046768226,154.2527623574257,88.30490773982146
27,1.0000000000000004e-08,0.020983009919524193,0.0209756954653184,0.025469567224383354,0.021602574192417706,0.10276797689795494,0.08381020774291394,0.025469567224383354,0.021602574192417706,9.474683041381835,9.578792047149133,153.8930242533207,88.30543103901994
28,1.0000000000000004e-08,0.020976755741238595,0.020981098902789323,0.025469530321657656,0.021602574357172562,0.10276775630116462,0.08381020810903583,0.025469530321657656,0.021602574357172562,9.475311616516112,9.578866279095925,153.79927003941535,88.30596406959198
29,1.0000000000000004e-08,0.020971130415797234,0.020960791636011233,0.025469585183262825,0.021602574357172562,0.10276798820495606,0.08381020810903583,0.025469585183262825,0.021602574357172562,9.478923205566407,9.57885761635895,154.11107815942765,88.30590227334153
30,1.0000000000000004e-08,0.020962215825915335,0.02093979735522364,0.025469608582556248,0.02160257450590958,0.10276798236370087,0.08381020843854554,0.025469608582556248,0.02160257450590958,9.474100509643554,9.578875225357693,153.58865975313188,88.30602678678545
31,1.0000000000000004e-08,0.02095020369887352,0.020969492637298325,0.025469587296247483,0.02160257416038204,0.10276801120638847,0.08381020766968955,0.025469587296247483,0.02160257416038204,9.474715956115723,9.578713623253075,154.1200083553314,88.30485914812334
32,1.0000000000000004e-08,0.02094276270866394,0.02094896764698134,0.025469605961441995,0.021602574357172562,0.10276800812184811,0.08381020810903583,0.025469605961441995,0.021602574357172562,9.47040990447998,9.578840888395941,153.46855628285408,88.30578239814947
33,1.0000000000000004e-08,0.020932421189546586,0.0209706483559834,0.025469551254808903,0.021602574325136896,0.10276790965795517,0.08381020803581145,0.025469551254808903,0.021602574325136896,9.477707965087891,9.57882801496426,154.11086991581917,88.30569200755923
34,1.0000000000000004e-08,0.02092383163869381,0.020960143948069953,0.025469596011936664,0.02160257542807911,0.10276810092329978,0.0838102108824092,0.025469596011936664,0.02160257542807911,9.474475315856933,9.578899067215604,153.7508603834629,88.30618678080948
35,1.0000000000000004e-08,0.02091329407095909,0.020952811126004566,0.02546956792473793,0.02160257416038204,0.10276797163486481,0.08381020766968955,0.02546956792473793,0.02160257416038204,9.475656317138672,9.578765852738364,153.15918029580115,88.30524161743591
36,1.0000000000000004e-08,0.02090010272860527,0.020914751148487485,0.02546954149901867,0.02160257839366647,0.10276787195801734,0.08381021879064217,0.02546954149901867,0.02160257839366647,9.47419289855957,9.579080056792687,153.83650563058853,88.30745011363041
37,1.0000000000000004e-08,0.02089178106188774,0.020960767389588627,0.025469626009464265,0.021602577544721325,0.1027681747853756,0.0838102165572986,0.025469626009464265,0.021602577544721325,9.476124482727052,9.579036557996595,153.87113371486663,88.3071524327305
38,1.0000000000000004e-08,0.02088466890156269,0.020986054065186503,0.025469572742283345,0.02160257613286376,0.10276793950796127,0.08381021290523268,0.025469572742283345,0.02160257613286376,9.473966769409179,9.578952557331807,153.78793175902368,88.3065631140655
39,1.0000000000000004e-08,0.020875300055742264,0.02092526096127543,0.025469475772976875,0.021602574409802584,0.10276763278245926,0.0838102082188724,0.025469475772976875,0.021602574409802584,9.47816694946289,9.578848131165751,154.0850367058754,88.305832070493
40,1.0000000000000004e-08,0.02086723675429821,0.020834912040273153,0.02546961904168129,0.02160257416038204,0.10276813335418701,0.08381020766968955,0.02546961904168129,0.02160257416038204,9.476009063720703,9.5787526114274,153.84752270150184,88.30513720752566
41,1.0000000000000004e-08,0.020859065181016923,0.020864032419439616,0.025469612382352354,0.021602574288524707,0.10276810911893845,0.08381020796258708,0.025469612382352354,0.021602574288524707,9.476333386230468,9.578821369705388,153.801491504097,88.30564096628595
42,1.0000000000000004e-08,0.02085439695119858,0.020871555739304357,0.025469561056792735,0.021602574473873915,0.10276788195967675,0.08381020836532116,0.025469561056792735,0.021602574473873915,9.477366885375977,9.578875117571407,153.87795983190537,88.30602412786179
43,1.0000000000000004e-08,0.020845794263482095,0.020905464910501638,0.025469569993019105,0.02160258011901591,0.10276792525649071,0.08381022307426836,0.025469569993019105,0.02160258011901591,9.478314084625245,9.579122754221173,153.67511517605783,88.30773697189383
44,1.0000000000000004e-08,0.020834147796034812,0.02083039588091268,0.025469603772461415,0.02160257416038204,0.10276816657781601,0.08381020766968955,0.025469603772461415,0.02160257416038204,9.478829692077637,9.578810138842984,153.79950025019644,88.30556147455876
45,1.0000000000000004e-08,0.020825520551204683,0.02084476581296405,0.025469558949768545,0.021602574357172562,0.10276788292527199,0.08381020810903583,0.025469558949768545,0.021602574357172562,9.471826132202148,9.578851114034068,153.93472703609467,88.30585510644339
46,1.0000000000000004e-08,0.02081647335290909,0.020893586712548422,0.02546951776146889,0.021602577606504393,0.10276774753928185,0.08381021675866564,0.02546951776146889,0.021602577606504393,9.477140827941895,9.579019075529581,154.0915355504036,88.30702561850337
47,1.0000000000000004e-08,0.02080844192802906,0.020824776097436503,0.025469576294720173,0.021602574288524707,0.10276794435977936,0.08381020796258708,0.025469576294720173,0.021602574288524707,9.475662847900391,9.578813850440323,153.75886359920503,88.30558917775787
48,1.0000000000000004e-08,0.020795338732004166,0.020842450847094122,0.02546961941421032,0.021602576970367597,0.10276819257736206,0.08381021517518844,0.02546961941421032,0.021602576970367597,9.474849501037598,9.578980701268451,153.5592826842308,88.30675596203793
49,1.0000000000000004e-08,0.020784209808707238,0.020832268031501653,0.025469613979756833,0.021602576139728547,0.10276812366247177,0.08381021286862049,0.025469613979756833,0.021602576139728547,9.480163342285156,9.578925114006024,153.46950212306976,88.30636511300061
50,1.0000000000000004e-08,0.020776175552606583,0.02080860887299445,0.02546964746117592,0.02160257416038204,0.10276839870810509,0.08381020766968955,0.02546964746117592,0.02160257416038204,9.477428364562988,9.5787660964291,154.07813904228212,88.30523774159629
51,1.0000000000000004e-08,0.020769265151023866,0.020818080707322762,0.025469558557868005,0.021602574524215677,0.10276783391833305,0.08381020847515773,0.025469558557868005,0.021602574524215677,9.475701943969726,9.578863882022642,153.7239085289955,88.3059457936656
52,1.0000000000000004e-08,0.02075982272028923,0.020811268190237757,0.025469536781311034,0.021602574325136896,0.10276777637600899,0.08381020803581145,0.025469536781311034,0.021602574325136896,9.473161653137208,9.578808142453505,153.75238008966446,88.30554966851886
53,1.0000000000000004e-08,0.020751386657357217,0.02077779693286454,0.02546954358369112,0.021602576016162407,0.10276784821748733,0.08381021260318211,0.02546954358369112,0.021602576016162407,9.474475163269043,9.578921453958648,153.72004463644026,88.30634085120089
54,1.0000000000000004e-08,0.02073498139679432,0.02082911267858319,0.02546954650133848,0.021602574325136896,0.10276795782446861,0.08381020803581145,0.02546954650133848,0.021602574325136896,9.473571055603028,9.5787992711735,153.67278962030412,88.3054839499313
55,1.0000000000000004e-08,0.02071814634203911,0.02079851056291225,0.025469582879543304,0.021602574425820417,0.10276798959374428,0.08381020825548459,0.025469582879543304,0.021602574425820417,9.473572653198243,9.578847001752923,153.37925594038964,88.30582348207876
56,1.0000000000000004e-08,0.020711698785424233,0.020795166057692407,0.02546955716460943,0.021602574457856082,0.10276794031262398,0.08381020832870897,0.02546955716460943,0.021602574457856082,9.48118776397705,9.578880042936058,153.8285202501297,88.30606375023247
57,1.0000000000000004e-08,0.020700108662247658,0.02072623185813427,0.025469599993526937,0.02160257416038204,0.10276802376508713,0.08381020766968955,0.025469599993526937,0.02160257416038204,9.475870329284668,9.57873466032436,153.94887064261437,88.30501454219186
58,1.0000000000000004e-08,0.02068979452252388,0.020716627872107363,0.025469595858454704,0.02160257416038204,0.10276800227165223,0.08381020766968955,0.025469595858454704,0.02160257416038204,9.476247955322266,9.578773915621221,154.08806783018113,88.30529691363142
59,1.0000000000000004e-08,0.02068200362622738,0.020708727039378455,0.02546959585994482,0.02160257425648904,0.10276807676553726,0.08381020788936269,0.02546959585994482,0.02160257425648904,9.477053550720214,9.578809719413739,154.00075818309784,88.30555892657003
